Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Unnamed: 66
Bolivia,BOL,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95700001716614,3.25999999046326,3.08400011062622,3.07999992370605,2.75300002098084,2.44300007820129,2.07999992370605,2.12899994850159,2.44300007820129,2.37800002098084,2.48499989509583,2.49399995803833,2.53699994087219,2.50300002098084,2.54399991035461,2.57599997520447,2.64599990844727,2.59999990463257,2.97000002861023,2.61400008201599,2.25,2.0699999332428,2.44000005722046,2.01999998092651,3.10999989509583,3.5,3.65000009536743,3.51999998092651,3.8199999332428,7.90000009536743,8.50899982452393,
Burundi,BDI,Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,100.0,,100.0,,100.0,,100.0,,,,,
Burundi,BDI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.66311688,51.23447644,51.80933223,52.38732666,52.96843345,53.55262931,54.14023166,54.7308721,55.32519947,55.92217472,56.52311691,57.12766023,57.73543332,58.34740313,58.96254221,59.58146925,60.20415097,60.83054996,61.46062113,62.09432063,62.20712225,,
Burundi,BDI,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0481219,82.5061397,82.96368176,83.4207481,83.87733872,84.33345361,84.78909277,85.24425621,85.69894392,86.15315591,86.60689217,87.0601527,87.51293751,87.9652466,88.41707995,88.86843759,89.31931949,89.76972568,90.21965613,90.66911086,90.66911086,,
Burundi,BDI,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.21474211,45.42356032,45.63436584,45.84729278,45.86863535,45.88705604,45.9023902,45.91453178,45.92326435,45.92854494,45.93007051,45.92771181,45.92132836,45.91061519,45.89550768,45.87571182,45.85101814,45.82120595,45.78603939,45.74527589,45.72751068,,
Burundi,BDI,"People using at least basic sanitation services, urban  (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.55777656,41.25284903,41.94792149,42.64299396,42.70736894,42.75151318,42.77542669,42.77910947,42.76256151,42.72578282,42.66877339,42.59153323,42.49406233,42.3763607,42.23842833,42.08026523,41.90187139,41.70324682,41.48439152,41.24530548,41.24530548,,
Burundi,BDI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.874839741,5.923064805,5.972516221,6.02298909,6.074892354,6.087436782,6.099128521,6.109665173,6.118762666,6.12687961,6.133361608,6.138466723,6.142083348,6.144099344,6.144402361,6.142880037,6.195175517,,
Burundi,BDI,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.44170866,24.44170866,24.44170866,24.44170866,24.44170866,23.98248033,23.523252,23.06402367,22.60479534,22.14556701,21.68633868,21.22711035,20.76788202,20.30865369,19.84942535,19.39019702,19.39019702,,
Burundi,BDI,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2849999666214,1.28900003433228,1.30099999904633,1.28900003433228,1.29200005531311,1.28400003910065,1.2610000371933,1.23699998855591,1.24100005626678,1.23199999332428,1.21599996089935,1.20099997520447,1.2039999961853,1.18099999427795,1.17900002002716,1.15900003910065,1.15299999713898,1.13900005817413,1.14300000667572,1.14199995994568,1.14600002765656,1.14699995517731,1.14800000190735,1.15199995040894,1.18499994277954,1.192999958992,1.2059999704361,1.21800005435944,1.23300004005432,1.33700001239777,1.42799997329712,
Burundi,BDI,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75999999046326,1.79799997806549,1.85099995136261,1.86300003528595,1.90400004386902,1.92599999904633,1.91799998283386,1.91100001335144,1.96000003814697,1.98199999332428,1.99100005626678,2.00399994850159,2.05599999427795,2.05200004577637,2.09699988365173,2.1010000705719,2.13700008392334,2.15799999237061,2.13899993896484,2.10800004005432,2.08999991416931,2.06500005722046,2.03900003433228,2.01900005340576,2.04399991035461,2.01600003242493,1.99800002574921,1.98099994659424,1.96899998188019,2.1010000705719,2.17899990081787,
Burundi,BDI,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51199996471405,1.53100001811981,1.56200003623962,1.55999994277954,1.5809999704361,1.58800005912781,1.57200002670288,1.557000041008,1.58399999141693,1.5900000333786,1.58700001239777,1.58599996566772,1.61300003528595,1.59899997711182,1.62000000476837,1.61199998855591,1.62699997425079,1.62999999523163,1.62300002574921,1.60800004005432,1.60199999809265,1.5900000333786,1.57799994945526,1.57000005245209,1.60000002384186,1.5900000333786,1.58899998664856,1.58700001239777,1.58899998664856,1.70700001716614,1.79200005531311,
Canada,CAN,Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,35.0,,37.0,,55.0,,55.0,,,,,
Canada,CAN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.22699196,99.23150801,99.23257361,99.23364664,99.23471533,99.23464422,99.23461957,99.23549716,99.23607708,99.23635504,99.23634886,99.23589396,99.23432608,99.23268617,99.23098502,99.22922139,99.22739547,99.22553764,99.22363119,99.22164984,99.22181066,,
Canada,CAN,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.50653212,99.50653212,99.50653212,99.50653212,99.50653212,99.48998183,99.47343153,99.45688123,99.44033093,99.42378064,99.40723034,99.39068004,99.37412975,99.35757945,99.34102915,99.32447885,99.30792856,99.29137826,99.27482796,99.25827766,99.25827766,,
Canada,CAN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.85639131,99.85854953,99.85906123,99.8595732,99.86008794,99.80519484,99.75033789,99.69595411,99.6414571,99.5868457,99.53213067,99.47721571,99.42171918,99.36619078,99.31064352,99.25507123,99.19947682,99.14388406,99.08828896,99.03268117,99.03286158,,
Canada,CAN,"People using at least basic sanitation services, urban  (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99018799,99.99018799,99.99018799,99.99018799,99.99018799,99.92909847,99.86800895,99.80691943,99.74582992,99.6847404,99.62365088,99.56256136,99.50147184,99.44038232,99.3792928,99.31820329,99.25711377,99.19602425,99.13493473,99.07384521,99.07384521,,
Canada,CAN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.16674099,98.17581078,98.17794617,98.1801028,98.18224134,98.24079534,98.29946776,98.35997369,98.41990954,98.47926264,98.53806358,98.59599042,98.65168006,98.70725106,98.76270793,98.81806216,98.87330686,98.92850562,98.98362633,99.03861451,99.03894727,,
Canada,CAN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.57492526,77.5758104,77.57602197,78.02877775,78.48155771,78.8857635,79.28068911,79.67517216,80.06894984,80.46202275,80.85439848,81.24600912,81.636549,82.02636889,82.41547978,82.80387768,83.1915656,83.5785755,83.97367373,84.36813002,84.36839322,,
Canada,CAN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69400024414063,10.1949996948242,10.6809997558594,9.80000019073486,9.11200046539307,9.29199981689453,8.92000007629395,7.99200010299683,7.28700017929077,6.69500017166138,6.85900020599365,7.11800003051758,7.15399980545044,6.85400009155273,6.46600008010864,6.09200000762939,5.65299987792969,5.65199995040894,7.00500011444092,7.24300003051758,7.00899982452393,6.81699991226196,6.59700012207031,6.38899993896484,6.29199981689453,6.24100017547607,5.85099983215332,5.48899984359741,5.25,9.38599967956543,7.30900001525879,
Canada,CAN,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8249998092651,12.0159997940063,11.951000213623,10.8900003433228,9.80200004577637,9.89200019836426,9.25,8.52200031280518,7.8270001411438,6.94500017166138,7.52899980545044,8.12800025939941,7.93300008773804,7.48400020599365,7.01700019836426,6.52199983596802,6.38399982452393,6.57200002670288,9.53299999237061,8.79399967193604,7.95900011062622,7.71600008010864,7.49700021743774,7.37799978256226,7.46199989318848,7.68100023269653,6.7810001373291,6.13899993896484,6.03000020980835,9.52600002288818,7.69000005722046,
Canada,CAN,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3199996948242,11.1999998092651,11.3800001144409,10.3999996185303,9.48999977111816,9.61999988555908,9.10000038146973,8.27999973297119,7.57999992370605,6.82999992370605,7.21999979019165,7.65999984741211,7.57000017166138,7.19000005722046,6.76000022888184,6.32000017166138,6.03999996185303,6.1399998664856,8.34000015258789,8.0600004196167,7.51000022888184,7.28999996185303,7.07000017166138,6.90999984741211,6.90999984741211,7.0,6.34000015258789,5.82999992370605,5.65999984741211,9.46000003814697,7.51000022888184,
Chad,TCD,Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,50.0,,50.0,,50.0,,50.0,,,,,
Chad,TCD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.52587081,39.8520354,40.17618371,40.4992037,40.82063289,41.14046577,41.45868775,41.7757177,42.09069088,42.40402243,42.72317538,43.04789724,43.37833546,43.71380254,44.05402607,44.39909697,44.74869976,45.10250956,45.46056009,45.82211121,46.18753479,,
Chad,TCD,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0624827,75.10608188,75.14051136,75.16577113,75.18186121,75.18878159,75.18653226,75.17511323,75.1545245,75.12476608,75.08583795,75.03774011,74.98047258,74.91403535,74.83842841,74.75365178,74.65970544,74.55658941,74.44430367,74.32284823,74.19222309,,
Chad,TCD,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.863647135,9.900921423,9.938444573,9.976560627,10.01510045,10.0540648,10.09345288,10.13347221,10.1737152,10.25719015,10.35163901,10.45771327,10.57634299,10.70797494,10.85331183,11.01336536,11.18890461,11.38071688,11.58993917,11.81708026,12.06370114,,
Chad,TCD,"People using at least basic sanitation services, urban  (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.58593904,23.12116668,23.65639431,24.19162195,24.72684958,25.26207722,25.79730485,26.33253249,26.86776012,27.84476727,28.83903184,29.85055385,30.87933329,31.92537017,32.98866447,34.06921621,35.16702538,36.28209198,37.41441602,38.56399749,39.73083639,,
Chad,TCD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.642631434,5.642521535,5.641029424,5.638399066,5.634511731,5.629369492,5.622973716,5.615456526,5.606561025,5.59641721,5.58746767,5.579809414,5.573681701,5.569050119,5.566019428,5.564838707,5.565620778,5.568481244,5.573686802,5.58120967,5.591479791,,
Chad,TCD,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60256928,8.625477197,8.646667278,8.668336687,8.690354559,8.712721622,8.735437119,8.758663425,8.782082065,8.834288152,8.895495427,8.966240509,9.047280285,9.138990094,9.241946941,9.356973052,9.484698858,9.625769072,9.781107203,9.951135834,10.13711759,,
Chad,TCD,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6593874,14.6701275,14.68086719,14.69193207,14.70267215,15.5800317,16.46151145,17.34618878,18.23340101,19.12193481,20.0108734,20.89949828,21.78683825,22.67192343,23.55393562,24.43171321,25.30452727,,
Chad,TCD,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.12006386,40.12006386,40.12006386,40.12006386,40.12006386,39.65568694,39.19131003,38.72693311,38.2625562,37.79817928,37.33380237,36.86942545,36.40504854,35.94067162,35.47629471,35.01191779,34.54754088,,
Chad,TCD,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296000003814697,0.287000000476837,0.284999996423721,0.294999986886978,0.316000014543533,0.333999991416931,0.351999998092651,0.370000004768372,0.391000002622604,0.409999996423721,0.423000007867813,0.442999988794327,0.458999991416931,0.467999994754791,0.495000004768372,0.523000001907349,0.541000008583069,0.560000002384186,0.578000009059906,0.592000007629395,0.620000004768372,0.63400000333786,0.656000018119812,0.675000011920929,0.698000013828278,0.726000010967255,0.744000017642975,0.759999990463257,0.768999993801117,1.29299998283386,1.41799998283386,
Chad,TCD,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992999970912933,1.00100004673004,1.0440000295639,1.01900005340576,1.04700005054474,1.05900001525879,1.067999958992,1.0789999961853,1.10599994659424,1.12000000476837,1.11300003528595,1.13300001621246,1.1360000371933,1.11800003051758,1.15900003910065,1.20299994945526,1.21200001239777,1.22699999809265,1.2389999628067,1.23599994182587,1.27600002288818,1.27400004863739,1.2960000038147,1.30900001525879,1.33299994468689,1.36800003051758,1.37800002098083,1.38399994373322,1.36800003051758,2.0460000038147,2.19700002670288,
Chad,TCD,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.675000011920929,0.676999986171722,0.699999988079071,0.691999971866608,0.717999994754791,0.734000027179718,0.748000025749207,0.763999998569489,0.788999974727631,0.806999981403351,0.810000002384186,0.830999970436096,0.841000020503998,0.836000025272369,0.871999979019165,0.910000026226044,0.925000011920929,0.941999971866608,0.958999991416931,0.96399998664856,1.0,1.00600004196167,1.02900004386902,1.0460000038147,1.07099997997284,1.10399997234344,1.11899995803833,1.12999999523163,1.12300002574921,1.74199998378754,1.88199996948242,
Indonesia,IDN,Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,100.0,,100.0,,100.0,,100.0,,,,,
Indonesia,IDN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.31566473,76.2749334,77.22539618,78.16676022,79.09939382,80.02217385,80.92466101,81.81767312,82.70159068,83.57565413,84.43671954,85.27144926,86.09794725,86.91591354,87.72586319,88.52735296,89.32043532,90.10462418,90.88029952,91.64729028,92.41534961,,
Indonesia,IDN,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.05848883,89.47723197,89.89597512,90.31471827,90.73346141,91.15220456,91.5808267,92.00953919,92.43834203,92.86723523,93.29621877,93.72529267,94.15445691,94.58371151,95.01305646,95.44249176,95.87201741,96.30163341,96.73133976,97.16113646,97.58051207,,
Indonesia,IDN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.04210289,40.22929892,42.44925601,44.70051344,46.9825976,49.29277182,51.63089589,53.99525073,56.38531405,58.79885691,61.23020925,63.65928867,66.11190851,68.58672819,71.08355243,73.60086085,76.13784121,78.69303054,81.2661059,83.85609129,86.462642,,
Indonesia,IDN,"People using at least basic sanitation services, urban  (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54667528,60.02603705,61.52378299,63.03991308,64.57442735,66.12732578,67.69860837,69.28827512,70.89632605,72.52276113,74.16758038,75.8307838,77.51237138,79.21234312,80.93069903,82.6674391,84.42256334,86.19607174,87.98796431,89.79824104,91.62690193,,
Indonesia,IDN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.85283043,70.04840506,70.24471508,70.44077974,70.63218206,73.35761843,76.05299916,78.71796572,81.35312153,83.95799441,86.53271571,89.07706113,91.59156142,94.0763809,94.10706813,,
Indonesia,IDN,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.92266464,82.92266464,82.92266464,82.92266464,82.92266464,84.39074313,85.85882162,87.32690012,88.79497861,90.2630571,91.7311356,93.19921409,94.66729258,96.13537108,96.13537108,,
Indonesia,IDN,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98900008201599,2.96499991416931,3.02900004386902,5.15100002288818,5.5019998550415,5.89400005340576,5.64499998092651,6.12599992752075,6.88500022888184,6.71600008010864,7.3769998550415,7.84200000762939,8.30900001525879,9.18000030517578,10.039999961853,9.2790002822876,9.9040002822876,8.10400009155273,6.70499992370605,6.38800001144409,5.56400012969971,4.78599977493286,4.27199983596802,3.88199996948242,4.4229998588562,3.86899995803833,3.59899997711182,4.18100023269653,3.34800004959106,3.77800011634827,3.96499991416931,
Indonesia,IDN,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3970000743866,2.58500003814697,2.62899994850159,3.88800001144409,4.03999996185303,4.22300004959106,4.09299993515015,5.04500007629395,6.03399991989136,5.68499994277954,5.30499982833862,5.88399982452393,5.71000003814697,6.23999977111816,6.76599979400635,6.58199977874756,6.94600009918213,6.66300010681152,5.74399995803833,5.12799978256226,4.89499998092651,4.27500009536743,4.38199996948242,4.15299987792969,4.56300020217896,4.56899976730347,4.05900001525879,4.54099988937378,3.79800009727478,4.60699987411499,4.70699977874756,
Indonesia,IDN,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61999988555908,2.73000001907349,2.77999997138977,4.36999988555908,4.59800004959106,4.8600001335144,4.67999982833862,5.46000003814697,6.3600001335144,6.07999992370605,6.07999992370605,6.59999990463257,6.65999984741211,7.30000019073486,7.94000005722046,7.55000019073486,8.0600004196167,7.21000003814697,6.1100001335144,5.6100001335144,5.15000009536743,4.46999979019165,4.34000015258789,4.05000019073486,4.51000022888184,4.30000019073486,3.88000011444092,4.40000009536743,3.61999988555908,4.28000020980835,4.41300010681152,
Mexico,MEX,Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,100.0,,100.0,,100.0,,100.0,,,,,
Mexico,MEX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9520067,90.59062785,91.22439328,91.85330186,92.47751433,93.09668937,93.71099729,94.32032157,94.90809059,95.36710258,95.82133427,96.27120298,96.71644433,97.15725463,97.5936259,98.02544354,98.45286453,98.87578129,99.26913243,99.47726394,99.67956828,,
Mexico,MEX,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.15368818,95.44316901,95.73283313,96.02268055,96.31271125,96.60292525,96.89332254,97.18390312,97.47192479,97.72787166,97.98381853,98.23976541,98.49571228,98.75165915,99.00760603,99.2635529,99.51949977,99.77544665,100.0,100.0,100.0,,
